CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
95	206	7	0.9389	15.995
95	282	7	0.9155	-34.021
311	401	7	0.9729	-33.984
365	401	7	0.9754	-33.984
382	401	7	0.9633	-63.995
401	434	7	0.9602	32.023
401	489	7	0.9595	49.979
401	619	7	0.9659	49.979
97	282	7	0.9364	-92.026
130	282	7	0.9312	-106.042
234	282	7	0.9312	-63.995
282	311	7	0.915	49.979
282	413	7	0.9325	63.995
371	426	7	0.9851	33.984
201	492	7	0.9575	-24.000
262	492	7	0.9575	-24.000
263	492	7	0.9449	18.010
458	492	7	0.9488	0.000
139	231	7	0.8922	49.977
201	231	7	0.9158	-14.016
231	262	7	0.9113	14.016
231	326	7	0.9615	-33.984
156	174	7	0.9711	-14.016
156	192	7	0.9554	87.032
156	243	7	0.9871	15.995
156	382	7	0.9724	-12.036
156	619	7	0.9674	-26.052
156	626	7	0.9766	-60.036
64	293	7	0.9451	-48.000
201	293	7	0.9575	-33.984
262	293	7	0.9515	-33.984
293	326	7	0.9176	-14.016
117	139	7	0.886	-32.021
139	326	7	0.9345	15.993
139	365	7	0.8953	-12.039
174	626	7	0.9686	-46.021
243	626	7	0.9796	-76.031
382	626	7	0.9705	-48.000
563	626	7	0.9888	0.000
117	326	7	0.8848	-16.028
93	100	7	0.9473	-27.995
100	206	7	0.9742	-33.984
100	311	7	0.9284	-34.021
100	365	7	0.9212	-34.021
311	330	7	0.9369	14.016
330	365	7	0.9508	-14.016
330	420	7	0.9168	15.995
330	557	7	0.9252	15.995
97	413	7	0.963	-28.031
130	413	7	0.9448	-42.047
234	413	7	0.9887	-0.000
174	206	7	0.9674	-27.995
206	434	7	0.9465	-1.998
206	489	7	0.9335	15.958
60	92	7	0.9439	0.052
60	294	7	0.8951	40.006
60	497	7	0.887	40.006
280	529	7	0.9325	-0.000
311	611	7	0.8954	68.026
64	201	7	0.9851	-14.016
201	262	7	0.9919	0.000
201	458	7	0.9309	-24.000
262	458	7	0.9279	-24.000
263	458	7	0.9253	18.010
458	614	7	0.9073	-113.084
192	321	7	0.9896	0.000
326	607	7	0.901	-12.037
243	382	7	0.9698	-28.031
151	497	7	0.938	17.956
92	103	7	0.9437	0.002
93	174	7	0.9784	-33.984
174	382	7	0.965	1.979
174	434	7	0.9533	-29.993
174	563	7	0.9694	-46.021
174	619	7	0.9643	-12.036
234	382	7	0.9425	15.995
382	489	7	0.9792	-14.016
382	563	7	0.9666	-48.000
382	619	7	0.9898	-14.016
280	557	7	0.9802	-33.984
