formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C12H25NO4S	[M - H2O + H]+	C12H24NO3S+	0.998	0.332	11.385	11.385	0.000	3	0.241	4.715	4.715	-68700.629		262.148	33	0.557	713686941026972323	713686812182141876	133	
1	C23H38N8O7	[M - H2O + H]+	C23H37N8O6+	0.659	0.329	28.701	28.701	0.000	14	0.776	0.526	0.667	-34552.480		521.282	34	0.559	713686938502000927	713686812207307704	131	
1	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	1.000	0.333	23.336	23.336	0.000	4	0.445	2.376	2.376	-84507.409		213.123	34	0.563	713686945925920089	713686812286999492	136	
1	C15H22N2O6	[M + H3N + H]+	C15H26N3O6+	0.799	0.333	56.395	52.847	3.549	15	0.974	0.718	1.303	-0.616		344.181	34	0.564	713686937180795032	713686812232473532	135	
1	C12H13NO5	[M + H3N + H]+	C12H17N2O5+	0.742	0.033	52.625	52.625	0.000	10	0.242	-0.168	0.564	-0.625		269.113	34	0.565	713686940485907015	713686812261833664	134	
1	C10H19NO4	[M - H2O + H]+	C10H18NO3+	0.990	0.333	23.201	23.201	0.000	3	0.633	1.872	1.872	-89994.600		200.128	34	0.569	713686932466396685	713686812362496976	137	
1	C8H19ClN3O4	[M - H2O + H]+	C8H18ClN3O3+	0.916	0.333	21.135	21.135	0.000	4	0.608	-1.213	1.680	-75327.964		239.103	34	0.574	713686945938503018	713686812337331148	130	
1	C8H16N2O3	[M + Na]+	C8H16N2NaO3+	1.000	0.756	3.527	3.527	0.000	1	0.083	1.599	1.599	-0.038		211.105	35	0.580	713686932806135330	713686812412828632	140	
1	C15H18N4O3	[M + H3N + H]+	C15H22N5O3+	0.998	0.333	68.951	65.794	3.158	23	0.437	-0.143	1.250	-0.737		320.171	35	0.580	713686943690355759	713686812387662804	142	
1	C9H20N2O4	[M - H2O + H]+	C9H19N2O3+	0.969	0.333	20.757	17.877	2.879	4	1.000	6.344	6.344	-88661.806		203.139	35	0.581	713686924673378785	713686812437994460	147	
1	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	0.800	0.333	89.528	86.700	2.828	28	0.836	-0.326	1.885	-0.611		288.203	35	0.586	713686928397921252	713686812475743200	145	
1	C8H13NO3	[M + H3N + H]+	C8H17N2O3+	0.537	0.333	21.687	16.634	5.053	1	0.949	4.196	4.196	-0.417		189.123	35	0.591	713686925700983450	713686812513491940	144	
1	C22H41N5O6	[M - H2O + H]+	C22H40N5O5+	0.403	0.333	39.144	39.144	0.000	9	0.778	0.529	0.529	-39643.871		454.303	36	0.594	713686925625485956	713686812538657768	149	
1	C11H18N2O2	[M + H3N + H]+	C11H22N3O2+	0.998	0.333	118.446	115.430	3.016	29	0.572	0.591	1.741	-0.497		228.171	36	0.595	713686925529016949	713686812572212204	148	
1	C10H20N2O4S	[M - H2O + H]+	C10H19N2O3S+	0.592	0.333	25.832	21.602	4.230	7	0.995	0.738	1.535	-72885.310		247.111	36	0.598	713686927156407117	713686812635126772	151	
1	C13H11F	[M + H3N + H]+	C13H15FN+	0.290	0.266	1.317	1.317	0.000	1	0.016	-0.447	1.587	-2.421		204.118	36	0.598	713686920558765926	713686812739984388	153	
1	C15H22N4O4	[M + H3N + H]+	C15H26N5O4+	0.807	0.333	88.257	84.985	3.273	20	0.920	-0.588	1.064	-0.913		340.198	36	0.599	713686931312962908	713686812660292600	150	
1	C12H24N4OS	[M - H2O + H]+	C12H23N4S+	0.368	0.279	2.028	2.028	0.000	1	0.005	2.442	2.442	-70580.820		255.165	36	0.604	713686921007556544	713686812765150216	159	
1	C12H13NO4	[M + H3N + H]+	C12H17N2O4+	0.799	0.333	49.625	46.402	3.223	9	0.921	0.532	0.869	-1.159		253.118	36	0.605	713686928049793955	713686812714818560	156	
