feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
24	WHUUTDBJXJRKMK	isdb	N[C@@H](CCC(=O)O)C(=O)O																																													-1.0							4.0	0.7602252	ISDB	http://www.wikidata.org/entity/Q26995161	WHUUTDBJXJRKMK-VKHMYHEASA-N	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	N[C@@H](CCC(=O)O)C(=O)O	C5H9NO4		147.053157768	(2S)-2-amino-5-hydroxy-5-oxopentanoate;hydron	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	0.0	10.040900707244871	1.0																								
27	DMJWGQPYNRPLGA	sirius	C1C2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)OP(=O)(O1)O																																																																																												1.0	1.0	0.285	0.334	-73.676	0.986	0.248	20.637	C10H11N4O7P	[M + H3N + H]+	C10H15N5O7P+	InChI=1S/C10H11N4O7P/c15-6-7-4(1-19-22(17,18)21-7)20-10(6)14-3-13-5-8(14)11-2-12-9(5)16/h2-4,6-7,10,15H,1H2,(H,17,18)(H,11,12,16)	Cyclic Imp	C1C2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)OP(=O)(O1)O	-2.8	136892577;136892578;136892579;135398663;135445742;137045446;137155520;137155521;135854803	PUBCHEMANNOTATIONBIO;MiMeDB:(MMDBc0032986);BloodExposome:(135398663);SUPERNATURAL:(SN0069620);MESH:(135398663 137045446);PUBCHEM:(136892577 136892578 136892579 135398663 135445742 137045446 137155520 137155521 135854803);COCONUT:(CNP0164096);NORMAN:(NS00049709);METACYC:(CPD-19758);CHEBI:(134197 27541);KEGG:(C00943);DSSTox:(DTXSID00956856 DTXSID80585183);LOTUS:(Q27103185);YMDB:(YMDB00453);PUBCHEMANNOTATIONDRUG;PUBMED	138839132518.0	348.07	17.0	0.287	7.136869403223291e+17	7.136868090196364e+17	
29	AJNWGYAAZUXANU	sirius	CC1=NON=C1C(=NNC(=O)C2=NON=C2N)C																																																																																												1.0	1.0	0.029	0.029	-133.441	0.639	0.001	60.961	C8H9N7O3	[M + H3N + H]+	C8H13N8O3+	InChI=1S/C8H9N7O3/c1-3(5-4(2)12-17-13-5)10-11-8(16)6-7(9)15-18-14-6/h1-2H3,(H2,9,15)(H,11,16)	Furazan-3-carbohydrazide, 4-amino-N2-[1-(4-methylfurazan-3-yl)ethylideno]-	CC1=NON=C1C(=NNC(=O)C2=NON=C2N)C	0.0	9601614;5364341;543031	PUBCHEM:(9601614 5364341 543031)	2.0	269.111	19.0	0.309	7.136869423146239e+17	7.136868096320047e+17	
29	XWOBNBRUDDUEEY	gnps	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)N	CCMSLIB00003139726	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.842286	121297000.0	0.0	188.211	6.0	0.0506592	269.111	0.0	temp/spectra_filtered.mgf29	1.0	Spectral Match to Leu-His from NIST14	ESI	qTof	Isolated	Data from Gabriel Haddad	Data deposited by mjmeehan	M+H	269.162	268.154	1.0			CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)N	InChI=1S/C12H20N4O3/c1-7(2)3-9(13)11(17)16-10(12(18)19)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t9-,10-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	269.162	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H20N4O3	XWOBNBRUDDUEEY-UWVGGRQHSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003139726																																																																							
30	XVSYDLITVYBCBD	sirius	C1C=CCC1C(=O)O																																																																																												1.0	2.0	0.157	0.157	-42.977	0.207	0.333	21.284	C6H8O2	[M + H3N + H]+	C6H12NO2+	InChI=1S/C6H8O2/c7-6(8)5-3-1-2-4-5/h1-2,5H,3-4H2,(H,7,8)	Cyclopent-3-ene-1-carboxylate	C1C=CCC1C(=O)O	0.9	6950855;853756;12717270	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(6950855 853756 12717270);DSSTox:(DTXSID10357491)	137506062338.0	130.086	15.0	0.242	7.136869190823708e+17	7.136868085792343e+17	
31	UPJONISHZRADBH	gnps|isdb|sirius	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	CCMSLIB00013639057	spectra_filtered.mgf	WINE-DB-ORBITRAP.mgf	0.980384	87806900.0	0.0	2.53152	6.0	0.00062561	247.129	1.0	temp/spectra_filtered.mgf31	1.0	Val-Glu	ESI	Orbitrap	Commercial	Axel_Marchal	TE_MLS	M+H	247.128	246.26	1.0	3062-07-5		[C@H](NC([C@H](C(C)C)N)=O)(CCC(O)=O)C(O)=O	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1		1.0	Positive	WINE-DB-ORBITRAP	247.128	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C10H18N2O5	UPJONISHZRADBH-XPUUQOCRSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639057	7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.75066006	ISDB	http://www.wikidata.org/entity/Q27145070	UPJONISHZRADBH-XPUUQOCRSA-N	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1	CC(C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C10H18N2O5		246.121571676	Val-Glu	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q4688339	Aeromonas veronii	704628.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Aeromonadales']	['Aeromonadaceae']	['Unknown']	['Aeromonas']	['Aeromonas veronii']											0.0	3.0	4.502640247344971	1.0	1.0	2.0	0.903	0.903	-80.362	0.2	0.333	72.906	C10H18N2O5	[M + H]+	C10H19N2O5+	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	2-(2-amino-3-methylbutanamido)pentanedioic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	-0.907	5058636;7009622;7009623;40520340;40520338;40520342;61159819;61160307;79013162	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0347264);HMDB:(HMDB0029126);METACYC:(CPD-20364);CHEBI:(75011);SUPERNATURAL:(SN0376571);FooDB:(FDB112128);PUBCHEM:(5058636 7009622 7009623 40520340 40520338 40520342 61159819 61160307 79013162);DSSTox:(DTXSID30654479);LOTUS:(Q27145070)	138264184874.0	247.129	18.0	0.296	7.136869396051031e+17	7.136868093090433e+17	
33	GBHPCRFJVJKPFF	sirius	CC(C(=O)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C																																																																																												1.0	1.0	0.069	0.069	-172.344	0.957	0.333	58.039	C14H25N5O5	[M + H3N + H]+	C14H29N6O5+	InChI=1S/C14H25N5O5/c1-6(11(15)21)17-13(23)8(3)19-14(24)9(4)18-12(22)7(2)16-10(5)20/h6-9H,1-5H3,(H2,15,21)(H,16,20)(H,17,23)(H,18,22)(H,19,24)	Ac-Ala-Ala-Ala-Ala-NH2	CC(C(=O)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C	-1.802	101181917	PUBCHEM:(101181917)	2.0	361.22	19.0	0.317	7.136869251473352e+17	7.136868095984503e+17	
34	KLQXKYZBJWERSF	sirius	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N																																																																																												1.0	1.0	0.136	0.136	-282.777	1.0	1.0	60.047	C12H21N5O5	[M + Na]+	C12H21N5NaO5+	InChI=1S/C12H21N5O5/c1-6(18)16-8(3-5-10(14)20)12(22)17-7(11(15)21)2-4-9(13)19/h7-8H,2-5H2,1H3,(H2,13,19)(H2,14,20)(H2,15,21)(H,16,18)(H,17,22)	N-Acetylglutaminylglutamine amide	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N	-3.033	22673233;129914	PUBCHEMANNOTATIONBIO:(null);METACYC:(CPD-14436);CHEBI:(177714);MESH:(129914);PUBCHEM:(22673233 129914);DSSTox:(DTXSID60924399);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137489287270.0	338.143	19.0	0.312	7.136869387704365e+17	7.136868094516497e+17	
34	WLXACXSMYVRXAQ	isdb	C=CC(C)(C)C1=Nc2ccccc2C1=Cc1[nH]c(=O)c(=O)n(C)c1O																																													-1.0							1.0	0.6357766	ISDB	http://www.wikidata.org/entity/Q110171707	WLXACXSMYVRXAQ-UHFFFAOYSA-N	InChI=1S/C19H19N3O3/c1-5-19(2,3)15-12(11-8-6-7-9-13(11)20-15)10-14-17(24)22(4)18(25)16(23)21-14/h5-10,24H,1H2,2-4H3,(H,21,23)	C=CC(C)(C)C1=Nc2ccccc2C1=Cc1[nH]c(=O)c(=O)n(C)c1O	C19H19N3O3		337.142641468	11-methylneoechinulin E	Alkaloids	Peptide alkaloids	Indole diketopiperazine alkaloids (L-Trp, L-Ala)	http://www.wikidata.org/entity/Q335130	Aspergillus	550772.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Unknown']											0.0	0.0	2.5431063175201416	1.0																								
35	NEEBNBLVYKFVTK	sirius	CC(CSSCC(C(=O)O)N)C(=O)N1CCCC1C(=O)O																																																																																												1.0	4.0	0.012	0.012	-425.645	0.034	0.015	3.501	C12H20N2O5S2	[M + H3N + H]+	C12H24N3O5S2+	InChI=1S/C12H20N2O5S2/c1-7(5-20-21-6-8(13)11(16)17)10(15)14-4-2-3-9(14)12(18)19/h7-9H,2-6,13H2,1H3,(H,16,17)(H,18,19)	1-[3-[(2-Amino-2-carboxyethyl)disulfanyl]-2-methylpropanoyl]pyrrolidine-2-carboxylic acid	CC(CSSCC(C(=O)O)N)C(=O)N1CCCC1C(=O)O	-0.214	10359654;122630870;13456554;44146831	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0060562);BloodExposome:(44146831);CHEBI:(169102 143339);MESH:(44146831);PUBCHEM:(10359654 122630870 13456554 44146831);DSSTox:(DTXSID50226415);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137493479534.0	354.117	19.0	0.313	7.136869495623822e+17	7.136868094935927e+17	
36	KLQXKYZBJWERSF	sirius	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N																																																																																												1.0	2.0	0.373	0.373	-141.228	0.135	0.333	66.238	C12H21N5O5	[M + H]+	C12H22N5O5+	InChI=1S/C12H21N5O5/c1-6(18)16-8(3-5-10(14)20)12(22)17-7(11(15)21)2-4-9(13)19/h7-8H,2-5H2,1H3,(H2,13,19)(H2,14,20)(H2,15,21)(H,16,18)(H,17,22)	N-Acetylglutaminylglutamine amide	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N	-3.033	22673233;129914	PUBCHEMANNOTATIONBIO:(null);METACYC:(CPD-14436);CHEBI:(177714);MESH:(129914);PUBCHEM:(22673233 129914);DSSTox:(DTXSID60924399);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137489287270.0	316.161	19.0	0.313	7.136869232263437e+17	7.136868095271471e+17	
37	DMXGDHINDUZNDJ	sirius	CCC1(C(=O)NCCNC1=O)CC																																																																																												1.0	1.0	0.196	0.196	-148.513	0.997	0.333	30.198	C9H16N2O2	[M + H3N + H]+	C9H20N3O2+	InChI=1S/C9H16N2O2/c1-3-9(4-2)7(12)10-5-6-11-8(9)13/h3-6H2,1-2H3,(H,10,12)(H,11,13)	1H-1,4-Diazepine-5,7(2H,6H)-dione, dihydro-6,6-diethyl-	CCC1(C(=O)NCCNC1=O)CC	0.4	281607	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(281607);DSSTox:(DTXSID60210461)	137506062338.0	202.155	19.0	0.314	7.136869382503427e+17	7.136868095607016e+17	
38	MPZWMIIOPAPAKE	sirius	C(CC(C(=O)O)NC(=O)C(CCC(=O)O)N)CN=C(N)N																																																																																												1.0	2.0	0.884	0.884	-95.646	0.199	0.333	147.672	C11H21N5O5	[M - H2O + H]+	C11H20N5O4+	InChI=1S/C11H21N5O5/c12-6(3-4-8(17)18)9(19)16-7(10(20)21)2-1-5-15-11(13)14/h6-7H,1-5,12H2,(H,16,19)(H,17,18)(H,20,21)(H4,13,14,15)	Glutamylarginine	C(CC(C(=O)O)NC(=O)C(CCC(=O)O)N)CN=C(N)N	-5.0	9796450;22806783;20384770	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0028813);CHEBI:(157844);SUPERNATURAL:(SN0232265);FooDB:(FDB111858);PUBCHEM:(9796450 22806783 20384770);DSSTox:(DTXSID701313893)	137993650218.0	286.151	19.0	0.319	7.136869427172772e+17	7.136868096697535e+17	
38	QOUZNKNYXDVAOK	isdb	C/C=C/C=C/C=C/C(=O)N[C@@H](CC(=O)O)c1ccccc1																																													-1.0							11.0	0.24354856	ISDB	http://www.wikidata.org/entity/Q77386792	QOUZNKNYXDVAOK-QNIMBLPESA-N	InChI=1S/C17H19NO3/c1-2-3-4-5-9-12-16(19)18-15(13-17(20)21)14-10-7-6-8-11-14/h2-12,15H,13H2,1H3,(H,18,19)(H,20,21)/b3-2+,5-4+,12-9+/t15-/m0/s1	C/C=C/C=C/C=C/C(=O)N[C@@H](CC(=O)O)c1ccccc1	C17H19NO3		285.136493468	Moiramide A	Alkaloids	Peptide alkaloids	Simple amide alkaloids	http://www.wikidata.org/entity/Q135292	Pseudomonas fluorescens	22658.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas fluorescens']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	0.0	6.974194228649139	1.0																								
39	DAAGZSFEANVEJR	sirius	CC(C)(C)OC(=O)NCCS(=O)(=O)CC#C																																																																																												1.0	1.0	0.025	0.025	-232.771	1.0	0.333	86.212	C10H17NO4S	[M + H3N + H]+	C10H21N2O4S+	InChI=1S/C10H17NO4S/c1-5-7-16(13,14)8-6-11-9(12)15-10(2,3)4/h1H,6-8H2,2-4H3,(H,11,12)	tert-butyl N-[2-(prop-2-yne-1-sulfonyl)ethyl]carbamate	CC(C)(C)OC(=O)NCCS(=O)(=O)CC#C	0.4	71758683	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(71758683);DSSTox:(DTXSID201143374)	137506062338.0	265.122	19.0	0.319	7.136869420881315e+17	7.136868097033079e+17	
41	VTHRQKSLPFJQHN	sirius	C(COCCOCCC#N)C#N																																																																																												1.0	2.0	0.015	0.015	-105.084	0.061	0.333	57.246	C8H12N2O2	[M + H3N + H]+	C8H16N3O2+	InChI=1S/C8H12N2O2/c9-3-1-5-11-7-8-12-6-2-4-10/h1-2,5-8H2	1,2-Bis(2-cyanoethoxy)ethane	C(COCCOCCC#N)C#N	-0.7	76921	NORMAN:(NS00022068);PUBCHEM:(76921);DSSTox:(DTXSID0044656)	137439215618.0	186.124	20.0	0.326	7.136869278065243e+17	7.13686809787194e+17	
41	XDCKHCPSQTVMKR	isdb	COC(=O)CC1CCCN1C(=N)N																																													-1.0							1.0	0.4164233	ISDB	http://www.wikidata.org/entity/Q104400140	XDCKHCPSQTVMKR-UHFFFAOYSA-N	InChI=1S/C8H15N3O2/c1-13-7(12)5-6-3-2-4-11(6)8(9)10/h6H,2-5H2,1H3,(H3,9,10)	COC(=O)CC1CCCN1C(=N)N	C8H15N3O2		185.11642672	Cimipronidine methyl ester	Alkaloids			http://www.wikidata.org/entity/Q682257	Actaea racemosa	512702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea racemosa']											0.0	0.0	1.6656931638717651	1.0																								
42	RYQSYXFGFOTJDJ	sirius	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)N																																																																																												1.0	1.0	0.253	0.253	-178.329	0.793	0.333	24.223	C16H32N6O5	[M - H2O + H]+	C16H31N6O4+	InChI=1S/C16H32N6O5/c1-8(2)7-11(15(26)27)21-14(25)12(9(3)23)22-13(24)10(17)5-4-6-20-16(18)19/h8-12,23H,4-7,17H2,1-3H3,(H,21,25)(H,22,24)(H,26,27)(H4,18,19,20)	H-DL-Arg-DL-xiThr-DL-Leu-OH	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)N	-1.518	145453954;18218904	CHEBI:(159338);PUBCHEM:(145453954 18218904)	34.0	371.24	20.0	0.325	7.136869415890092e+17	7.13686809745251e+17	
42	SIJDMRBTZJBUEV	gnps	CCCCCCCCCCCCC(NC(C(O)=O)CCCNC(N)=N)=O	CCMSLIB00011435281	spectra_filtered.mgf	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	0.6813	43398100.0	0.0	167.587	8.0	0.0622253	371.24	1.0	temp/spectra_filtered.mgf42	1.0	Arg-C13:0	ESI	Orbitrap	Commercial	Dorrestein	Ipsita	M+H	371.302	370.294	1.0			CCCCCCCCCCCCC(NC(C(O)=O)CCCNC(N)=N)=O	InChI=1S/C19H38N4O3/c1-2-3-4-5-6-7-8-9-10-11-14-17(24)23-16(18(25)26)13-12-15-22-19(20)21/h16H,2-15H2,1H3,(H,23,24)(H,25,26)(H4,20,21,22)		1.0	Positive	ECG-ACYL-AMIDES-C4-C24-LIBRARY	371.302	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C19H38N4O3	SIJDMRBTZJBUEV-UHFFFAOYSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Fatty amides	N-acyl amines	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00011435281																																																																							
43	ODKSFYDXXFIFQN	gnps|isdb|sirius	C(CC(C(=O)O)N)CN=C(N)N	CCMSLIB00000221715	spectra_filtered.mgf	MASSBANK.mgf	0.96408	38824000.0	0.0	6.88353	6.0	0.00120544	175.119	1.0	temp/spectra_filtered.mgf43	1.0	Massbank:PB000420 Arginine|2-amino-5-(diaminomethylideneamino)pentanoic acid	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	175.12	0.0	1.0			C(CC(C(=O)O)N)CN=C(N)N	1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)		3.0	Positive	MASSBANK	175.12	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C6H14N4O2	ODKSFYDXXFIFQN-UHFFFAOYSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Aminoacids	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00000221715	-1.0							1.0	0.88419056	ISDB	http://www.wikidata.org/entity/Q173670	ODKSFYDXXFIFQN-BYPYZUCNSA-N	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	N=C(N)NCCC[C@H](N)C(=O)O	C6H14N4O2		174.111675688	(2S)-2-amino-5-(diaminomethylideneazaniumyl)pentanoate	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q900804	Gyromitra esculenta	369457.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Pezizales']	['Discinaceae']	['Unknown']	['Gyromitra']	['Gyromitra esculenta']											0.0	0.0	3.536762237548828	1.0	1.0	3.0	0.936	0.957	-29.341	0.044	0.333	74.9	C6H14N4O2	[M + H]+	C6H15N4O2+	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	Harg	C(CC(C(=O)O)N)CN=C(N)N	-1.634	154624364;101002480;17753939;58618352;4473077;161563502;161563501;9793996;9815369;6913512;20798608;155634912;159961799;163358946;87559318;76974066;76974115;76974116;5231987;5246487;5260203;16217519;16217580;16217799;5287702;5460857;5460858;5460860;5460861;160927720;135207570;51037639;51037640;51037641;118099679;118264379;129834582;129850676;134817835;22726443;58203011;124202805;101611381;162642132;162642135;52941769;135705201;59119146;59373188;59373181;59373187;59373199;160448860;140533858;10313339;88031296;89059445;151306026;90938205;153693995;153709895;153712626;54144538;54144539;123552702;131801519;131878490;132276652;1549073;1549104;11321257;140491596;59645172;59667378;88901885;88901889;88901891;88901915;59905797;232;6322;28782;71070;444360;46932130;12205337;117064614;117065487;11770759;122363709;142696383;90472354;164899900;57182507;71308530;71309938;71310245;57616918;57616923;57616939;57616947	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000517 HMDB0003416 HMDB0062762 HMDB0251511 HMDB0303361);MiMeDB:(MMDBc0000112 MMDBc0048340 MMDBc0057189);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(232 1549073 5460861 66250 6322 71070 5287702 5460857);SUPERNATURAL:(SN0262438);HSDB:(74-79-3);MESH:(6322 5287702);FooDB:(FDB002257 FDB011914 FDB023167);PUBCHEM:(154624364 101002480 17753939 58618352 4473077 161563502 161563501 9793996 9815369 6913512 20798608 155634912 159961799 163358946 87559318 76974066 76974115 76974116 5231987 5246487 5260203 16217519 16217580 16217799 5287702 5460857 5460858 5460860 5460861 160927720 135207570 51037639 51037640 51037641 118099679 118264379 129834582 129850676 134817835 22726443 58203011 124202805 101611381 162642132 162642135 52941769 135705201 59119146 59373188 59373181 59373187 59373199 160448860 140533858 10313339 88031296 89059445 151306026 90938205 153693995 153709895 153712626 54144538 54144539 123552702 131801519 131878490 132276652 1549073 1549104 11321257 140491596 59645172 59667378 88901885 88901889 88901891 88901915 59905797 232 6322 28782 71070 444360 46932130 12205337 117064614 117065487 11770759 122363709 142696383 90472354 164899900 57182507 71308530 71309938 71310245 57616918 57616923 57616939 57616947);GNPS:(CCMSLIB00003136581);COCONUT:(CNP0257247);NORMAN:(NS00079284 NS00074187 NS00085581 NS00080232 NS00005927 NS00078080);METACYC:(CPD0-2700 CPD-220);PLANTCYC:(ARG);CHEBI:(32697 15816 32682 31235 29016 32695 32683 32689 192075 32681 32696 16467 32688 32690);KEGG:(C00792 C02385 C00062);DSSTox:(DTXSID00370078 DTXSID10206834 DTXSID10745551 DTXSID201031042 DTXSID20883650 DTXSID30726544 DTXSID30935331 DTXSID40883354 DTXSID50238230 DTXSID6041056 DTXSID60883513 DTXSID80170033 DTXSID8022618);LOTUS:(Q27076987 Q173670 Q27104032);YMDB:(YMDB00592);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(ODKSFYDXXFIFQN-UHFFFAOYSA-N)	139577465726.0	175.119	15.0	0.246	7.136869196905449e+17	7.136868076564874e+17	
